Accession	Gene name	GO ID (C)	GO name (C)	Entry name
P11049	CD37	GO:0001772	immunological synapse	CD37_HUMAN
P51795	CLCN5	GO:0045177	apical part of cell	CLCN5_HUMAN
P51795	CLCN5	GO:0000139	Golgi membrane	CLCN5_HUMAN
P51795	CLCN5	GO:0010008	endosome membrane	CLCN5_HUMAN
P51795	CLCN5	GO:0005765	lysosomal membrane	CLCN5_HUMAN
P51795	CLCN5	GO:0005887	integral to plasma membrane	CLCN5_HUMAN
O95832	CLDN1	GO:0016324	apical plasma membrane	CLD1_HUMAN
O95832	CLDN1	GO:0016328	lateral plasma membrane	CLD1_HUMAN
O95832	CLDN1	GO:0005887	integral to plasma membrane	CLD1_HUMAN
O95832	CLDN1	GO:0005923	tight junction	CLD1_HUMAN
P30825	SLC7A1	GO:0005887	integral to plasma membrane	CTR1_HUMAN
Q9NQG5	RPRD1B	GO:0016591	DNA-directed RNA polymerase II, holoenzyme	RPR1B_HUMAN
P16989	YBX3	GO:0005634	nucleus	YBOX3_HUMAN
P16989	YBX3	GO:0005923	tight junction	YBOX3_HUMAN
P16989	YBX3	GO:0005844	polysome	YBOX3_HUMAN
P16989	YBX3	GO:0048471	perinuclear region of cytoplasm	YBOX3_HUMAN
P21291	CSRP1	GO:0005634	nucleus	CSRP1_HUMAN
Q16690	DUSP5	GO:0005654	nucleoplasm	DUS5_HUMAN
O14796	SH2D1B	GO:0005622	intracellular	SH21B_HUMAN
P22466	GAL	GO:0005576	extracellular region	GALA_HUMAN
P22466	GAL	GO:0030141	secretory granule	GALA_HUMAN
P22466	GAL	GO:0005794	Golgi apparatus	GALA_HUMAN
P30679	GNA15	GO:0005834	heterotrimeric G-protein complex	GNA15_HUMAN
Q92847	GHSR	GO:0045121	membrane raft	GHSR_HUMAN
Q92847	GHSR	GO:0009986	cell surface	GHSR_HUMAN
Q92847	GHSR	GO:0016021	integral to membrane	GHSR_HUMAN
Q92847	GHSR	GO:0043005	neuron projection	GHSR_HUMAN
Q92847	GHSR	GO:0005886	plasma membrane	GHSR_HUMAN
Q9Y2X7	GIT1	GO:0005925	focal adhesion	GIT1_HUMAN
Q9Y2X7	GIT1	GO:0005737	cytoplasm	GIT1_HUMAN
Q9NR83	SLC2A4RG	GO:0005737	cytoplasm	S2A4R_HUMAN
Q9NR83	SLC2A4RG	GO:0005634	nucleus	S2A4R_HUMAN
Q16775	HAGH	GO:0005737	cytoplasm	GLO2_HUMAN
Q16775	HAGH	GO:0005759	mitochondrial matrix	GLO2_HUMAN
P13224	GP1BB	GO:0005887	integral to plasma membrane	GP1BB_HUMAN
Q13838	DDX39B	GO:0016607	nuclear speck	DX39B_HUMAN
Q13838	DDX39B	GO:0005681	spliceosomal complex	DX39B_HUMAN
Q13838	DDX39B	GO:0000346	transcription export complex	DX39B_HUMAN
Q13838	DDX39B	GO:0005737	cytoplasm	DX39B_HUMAN
P15516	HTN3	GO:0005576	extracellular region	HIS3_HUMAN
P01818		GO:0005886	plasma membrane	HV205_HUMAN
P01818		GO:0005576	extracellular region	HV205_HUMAN
P17482	HOXB9	GO:0005739	mitochondrion	HXB9_HUMAN
P17482	HOXB9	GO:0005634	nucleus	HXB9_HUMAN
P04233	CD74	GO:0035693	NOS2-CD74 complex	HG2A_HUMAN
P04233	CD74	GO:0005886	plasma membrane	HG2A_HUMAN
P04233	CD74	GO:0030669	clathrin-coated endocytic vesicle membrane	HG2A_HUMAN
P04233	CD74	GO:0042613	MHC class II protein complex	HG2A_HUMAN
P04233	CD74	GO:0012507	ER to Golgi transport vesicle membrane	HG2A_HUMAN
P04233	CD74	GO:0009897	external side of plasma membrane	HG2A_HUMAN
P04233	CD74	GO:0032588	trans-Golgi network membrane	HG2A_HUMAN
P04233	CD74	GO:0009986	cell surface	HG2A_HUMAN
P04233	CD74	GO:0035692	macrophage migration inhibitory factor receptor complex	HG2A_HUMAN
P04233	CD74	GO:0000139	Golgi membrane	HG2A_HUMAN
P04233	CD74	GO:0005771	multivesicular body	HG2A_HUMAN
P04233	CD74	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	HG2A_HUMAN
P04233	CD74	GO:0005765	lysosomal membrane	HG2A_HUMAN
P04233	CD74	GO:0043202	lysosomal lumen	HG2A_HUMAN
Q13907	IDI1	GO:0005777	peroxisome	IDI1_HUMAN
Q13907	IDI1	GO:0005829	cytosol	IDI1_HUMAN
Q13907	IDI1	GO:0005739	mitochondrion	IDI1_HUMAN
O15379	HDAC3	GO:0017053	transcriptional repressor complex	HDAC3_HUMAN
O15379	HDAC3	GO:0000118	histone deacetylase complex	HDAC3_HUMAN
O15379	HDAC3	GO:0005737	cytoplasm	HDAC3_HUMAN
O15379	HDAC3	GO:0005876	spindle microtubule	HDAC3_HUMAN
Q9UPN9	TRIM33	GO:0005654	nucleoplasm	TRI33_HUMAN
Q92759	GTF2H4	GO:0000439	core TFIIH complex	TF2H4_HUMAN
Q92759	GTF2H4	GO:0005675	holo TFIIH complex	TF2H4_HUMAN
O60779	SLC19A2	GO:0005886	plasma membrane	S19A2_HUMAN
O60779	SLC19A2	GO:0016021	integral to membrane	S19A2_HUMAN
Q13507	TRPC3	GO:0005887	integral to plasma membrane	TRPC3_HUMAN
P21580	TNFAIP3	GO:0005813	centrosome	TNAP3_HUMAN
P21580	TNFAIP3	GO:0005634	nucleus	TNAP3_HUMAN
P21580	TNFAIP3	GO:0005764	lysosome	TNAP3_HUMAN
P21580	TNFAIP3	GO:0005829	cytosol	TNAP3_HUMAN
Q9UBB9	TFIP11	GO:0016607	nuclear speck	TFP11_HUMAN
Q9UBB9	TFIP11	GO:0071013	catalytic step 2 spliceosome	TFP11_HUMAN
Q9UBB9	TFIP11	GO:0005578	proteinaceous extracellular matrix	TFP11_HUMAN
Q9UBB9	TFIP11	GO:0005737	cytoplasm	TFP11_HUMAN
O60784	TOM1	GO:0005829	cytosol	TOM1_HUMAN
O60784	TOM1	GO:0016020	membrane	TOM1_HUMAN
O60784	TOM1	GO:0005769	early endosome	TOM1_HUMAN
Q96QK1	VPS35	GO:0005765	lysosomal membrane	VPS35_HUMAN
Q96QK1	VPS35	GO:0005829	cytosol	VPS35_HUMAN
Q96QK1	VPS35	GO:0005768	endosome	VPS35_HUMAN
O00755	WNT7A	GO:0005578	proteinaceous extracellular matrix	WNT7A_HUMAN
O00755	WNT7A	GO:0005886	plasma membrane	WNT7A_HUMAN
O00755	WNT7A	GO:0005796	Golgi lumen	WNT7A_HUMAN
O00755	WNT7A	GO:0009986	cell surface	WNT7A_HUMAN
O00755	WNT7A	GO:0005615	extracellular space	WNT7A_HUMAN
O00755	WNT7A	GO:0005788	endoplasmic reticulum lumen	WNT7A_HUMAN
O15060	ZBTB39	GO:0005634	nucleus	ZBT39_HUMAN
Q99502	EYA1	GO:0005634	nucleus	EYA1_HUMAN
Q99502	EYA1	GO:0005737	cytoplasm	EYA1_HUMAN
Q16661	GUCA2B	GO:0005576	extracellular region	GUC2B_HUMAN
P01766		GO:0005576	extracellular region	HV305_HUMAN
P01766		GO:0005886	plasma membrane	HV305_HUMAN
P04114	APOB	GO:0034362	low-density lipoprotein particle	APOB_HUMAN
P04114	APOB	GO:0034360	chylomicron remnant	APOB_HUMAN
P04114	APOB	GO:0005789	endoplasmic reticulum membrane	APOB_HUMAN
P04114	APOB	GO:0005769	early endosome	APOB_HUMAN
P04114	APOB	GO:0005788	endoplasmic reticulum lumen	APOB_HUMAN
P04114	APOB	GO:0030669	clathrin-coated endocytic vesicle membrane	APOB_HUMAN
P04114	APOB	GO:0005886	plasma membrane	APOB_HUMAN
P04114	APOB	GO:0010008	endosome membrane	APOB_HUMAN
P04114	APOB	GO:0005829	cytosol	APOB_HUMAN
P04114	APOB	GO:0034363	intermediate-density lipoprotein particle	APOB_HUMAN
P04114	APOB	GO:0034361	very-low-density lipoprotein particle	APOB_HUMAN
P04114	APOB	GO:0071682	endocytic vesicle lumen	APOB_HUMAN
P04114	APOB	GO:0034359	mature chylomicron	APOB_HUMAN
P04114	APOB	GO:0031904	endosome lumen	APOB_HUMAN
P01258	CALCA	GO:0005615	extracellular space	CALC_HUMAN
P01258	CALCA	GO:0005634	nucleus	CALC_HUMAN
P01258	CALCA	GO:0005737	cytoplasm	CALC_HUMAN
P01258	CALCA	GO:0043025	neuronal cell body	CALC_HUMAN
P01258	CALCA	GO:0043195	terminal bouton	CALC_HUMAN
P22607	FGFR3	GO:0005764	lysosome	FGFR3_HUMAN
P22607	FGFR3	GO:0005576	extracellular region	FGFR3_HUMAN
P22607	FGFR3	GO:0005783	endoplasmic reticulum	FGFR3_HUMAN
P22607	FGFR3	GO:0048471	perinuclear region of cytoplasm	FGFR3_HUMAN
P22607	FGFR3	GO:0009898	internal side of plasma membrane	FGFR3_HUMAN
P22607	FGFR3	GO:0016023	cytoplasmic membrane-bounded vesicle	FGFR3_HUMAN
P22607	FGFR3	GO:0005887	integral to plasma membrane	FGFR3_HUMAN
Q9Y6P5	SESN1	GO:0005634	nucleus	SESN1_HUMAN
Q96B97	SH3KBP1	GO:0005856	cytoskeleton	SH3K1_HUMAN
Q96B97	SH3KBP1	GO:0030659	cytoplasmic vesicle membrane	SH3K1_HUMAN
Q96B97	SH3KBP1	GO:0005829	cytosol	SH3K1_HUMAN
Q96B97	SH3KBP1	GO:0045202	synapse	SH3K1_HUMAN
Q96B97	SH3KBP1	GO:0005886	plasma membrane	SH3K1_HUMAN
Q96B97	SH3KBP1	GO:0005925	focal adhesion	SH3K1_HUMAN
Q96B97	SH3KBP1	GO:0043005	neuron projection	SH3K1_HUMAN
Q92187	ST8SIA4	GO:0030173	integral to Golgi membrane	SIA8D_HUMAN
Q92187	ST8SIA4	GO:0000139	Golgi membrane	SIA8D_HUMAN
O00442	RTCA	GO:0005654	nucleoplasm	RTCA_HUMAN
O75324	SNN	GO:0016021	integral to membrane	SNN_HUMAN
O75324	SNN	GO:0005741	mitochondrial outer membrane	SNN_HUMAN
P06702	S100A9	GO:0005886	plasma membrane	S10A9_HUMAN
P06702	S100A9	GO:0005615	extracellular space	S10A9_HUMAN
P06702	S100A9	GO:0005856	cytoskeleton	S10A9_HUMAN
P06702	S100A9	GO:0005634	nucleus	S10A9_HUMAN
P06702	S100A9	GO:0005576	extracellular region	S10A9_HUMAN
P06702	S100A9	GO:0005829	cytosol	S10A9_HUMAN
O00422	SAP18	GO:0000118	histone deacetylase complex	SAP18_HUMAN
O00422	SAP18	GO:0005737	cytoplasm	SAP18_HUMAN
O00422	SAP18	GO:0005886	plasma membrane	SAP18_HUMAN
O00422	SAP18	GO:0061574	ASAP complex	SAP18_HUMAN
O00422	SAP18	GO:0016607	nuclear speck	SAP18_HUMAN
Q9UPU3	SORCS3	GO:0016021	integral to membrane	SORC3_HUMAN
Q9UPU3	SORCS3	GO:0016020	membrane	SORC3_HUMAN
P22532	SPRR2D	GO:0001533	cornified envelope	SPR2D_HUMAN
P22532	SPRR2D	GO:0005737	cytoplasm	SPR2D_HUMAN
Q9H2D6	TRIOBP	GO:0015629	actin cytoskeleton	TARA_HUMAN
Q9H2D6	TRIOBP	GO:0005634	nucleus	TARA_HUMAN
Q9H2D6	TRIOBP	GO:0005737	cytoplasm	TARA_HUMAN
Q9H2D6	TRIOBP	GO:0030496	midbody	TARA_HUMAN
Q9H2D6	TRIOBP	GO:0005815	microtubule organizing center	TARA_HUMAN
P35713	SOX18	GO:0000790	nuclear chromatin	SOX18_HUMAN
Q9BYR6	KRTAP3-3	GO:0045095	keratin filament	KRA33_HUMAN
P04434		GO:0005576	extracellular region	KV310_HUMAN
P04434		GO:0005886	plasma membrane	KV310_HUMAN
Q96J02	ITCH	GO:0005938	cell cortex	ITCH_HUMAN
Q96J02	ITCH	GO:0005829	cytosol	ITCH_HUMAN
Q96J02	ITCH	GO:0031410	cytoplasmic vesicle	ITCH_HUMAN
Q96J02	ITCH	GO:0005886	plasma membrane	ITCH_HUMAN
Q96J02	ITCH	GO:0005634	nucleus	ITCH_HUMAN
Q04695	KRT17	GO:0005882	intermediate filament	K1C17_HUMAN
Q04695	KRT17	GO:0071944	cell periphery	K1C17_HUMAN
Q04695	KRT17	GO:0005737	cytoplasm	K1C17_HUMAN
P03952	KLKB1	GO:0005615	extracellular space	KLKB1_HUMAN
P03952	KLKB1	GO:0005886	plasma membrane	KLKB1_HUMAN
P26371	KRTAP5-9	GO:0045095	keratin filament	KRA59_HUMAN
Q969G2	LHX4	GO:0005634	nucleus	LHX4_HUMAN
O75695	RP2	GO:0005737	cytoplasm	XRP2_HUMAN
O75695	RP2	GO:0005929	cilium	XRP2_HUMAN
O75695	RP2	GO:0005886	plasma membrane	XRP2_HUMAN
P04733	MT1F	GO:0048471	perinuclear region of cytoplasm	MT1F_HUMAN
P04733	MT1F	GO:0005634	nucleus	MT1F_HUMAN
P10242	MYB	GO:0016363	nuclear matrix	MYB_HUMAN
P15172	MYOD1	GO:0005654	nucleoplasm	MYOD1_HUMAN
P15172	MYOD1	GO:0000790	nuclear chromatin	MYOD1_HUMAN
P15172	MYOD1	GO:0005667	transcription factor complex	MYOD1_HUMAN
P15172	MYOD1	GO:0030016	myofibril	MYOD1_HUMAN
P02689	PMP2	GO:0005737	cytoplasm	MYP2_HUMAN
Q14324	MYBPC2	GO:0032982	myosin filament	MYPC2_HUMAN
Q14324	MYBPC2	GO:0005829	cytosol	MYPC2_HUMAN
O15427	SLC16A3	GO:0005887	integral to plasma membrane	MOT4_HUMAN
O15427	SLC16A3	GO:0015629	actin cytoskeleton	MOT4_HUMAN
O15427	SLC16A3	GO:0031965	nuclear membrane	MOT4_HUMAN
Q9H2A3	NEUROG2	GO:0005634	nucleus	NGN2_HUMAN
P48645	NMU	GO:0005576	extracellular region	NMU_HUMAN
P48645	NMU	GO:0043195	terminal bouton	NMU_HUMAN
P07197	NEFM	GO:0031594	neuromuscular junction	NFM_HUMAN
P07197	NEFM	GO:0005737	cytoplasm	NFM_HUMAN
P07197	NEFM	GO:0005883	neurofilament	NFM_HUMAN
P55769	NHP2L1	GO:0031428	box C/D snoRNP complex	NH2L1_HUMAN
P55769	NHP2L1	GO:0005654	nucleoplasm	NH2L1_HUMAN
P55769	NHP2L1	GO:0005681	spliceosomal complex	NH2L1_HUMAN
Q15599	SLC9A3R2	GO:0016324	apical plasma membrane	NHRF2_HUMAN
Q15599	SLC9A3R2	GO:0005886	plasma membrane	NHRF2_HUMAN
Q15599	SLC9A3R2	GO:0005634	nucleus	NHRF2_HUMAN
Q15599	SLC9A3R2	GO:0005737	cytoplasm	NHRF2_HUMAN
Q15599	SLC9A3R2	GO:0012505	endomembrane system	NHRF2_HUMAN
Q9UQ80	PA2G4	GO:0005730	nucleolus	PA2G4_HUMAN
Q9UQ80	PA2G4	GO:0005737	cytoplasm	PA2G4_HUMAN
Q9UQ80	PA2G4	GO:0030529	ribonucleoprotein complex	PA2G4_HUMAN
Q14982	OPCML	GO:0005887	integral to plasma membrane	OPCM_HUMAN
Q14982	OPCML	GO:0031225	anchored to membrane	OPCM_HUMAN
Q9NQP4	PFDN4	GO:0005739	mitochondrion	PFD4_HUMAN
Q9NQP4	PFDN4	GO:0005829	cytosol	PFD4_HUMAN
Q9NQP4	PFDN4	GO:0016272	prefoldin complex	PFD4_HUMAN
Q9NQP4	PFDN4	GO:0005634	nucleus	PFD4_HUMAN
P15428	HPGD	GO:0005829	cytosol	PGDH_HUMAN
P15428	HPGD	GO:0005634	nucleus	PGDH_HUMAN
Q9NZ20	PLA2G3	GO:0005814	centriole	PA2G3_HUMAN
Q9NZ20	PLA2G3	GO:0005886	plasma membrane	PA2G3_HUMAN
Q9NZ20	PLA2G3	GO:0005615	extracellular space	PA2G3_HUMAN
Q15121	PEA15	GO:0005737	cytoplasm	PEA15_HUMAN
Q15121	PEA15	GO:0005875	microtubule associated complex	PEA15_HUMAN
Q96AT9	RPE	GO:0043231	intracellular membrane-bounded organelle	RPE_HUMAN
Q96AT9	RPE	GO:0005829	cytosol	RPE_HUMAN
Q9NP31	SH2D2A	GO:0005737	cytoplasm	SH22A_HUMAN
Q92545	TMEM131	GO:0016021	integral to membrane	TM131_HUMAN
P61601	NCALD	GO:0005829	cytosol	NCALD_HUMAN
P61601	NCALD	GO:0030130	clathrin coat of trans-Golgi network vesicle	NCALD_HUMAN
P60604	UBE2G2	GO:0005829	cytosol	UB2G2_HUMAN
P60604	UBE2G2	GO:0005783	endoplasmic reticulum	UB2G2_HUMAN
Q6UUV7	CRTC3	GO:0005737	cytoplasm	CRTC3_HUMAN
Q6UUV7	CRTC3	GO:0005634	nucleus	CRTC3_HUMAN
Q6UX52	C17orf99	GO:0005576	extracellular region	CQ099_HUMAN
Q6UWN5	LYPD5	GO:0005886	plasma membrane	LYPD5_HUMAN
Q6UWN5	LYPD5	GO:0031225	anchored to membrane	LYPD5_HUMAN
Q8WWI1	LMO7	GO:0005737	cytoplasm	LMO7_HUMAN
Q8WWI1	LMO7	GO:0005634	nucleus	LMO7_HUMAN
Q8WWI1	LMO7	GO:0000151	ubiquitin ligase complex	LMO7_HUMAN
Q6PF04	ZNF613	GO:0005634	nucleus	ZN613_HUMAN
P61952	GNG11	GO:0005886	plasma membrane	GBG11_HUMAN
P61952	GNG11	GO:0005834	heterotrimeric G-protein complex	GBG11_HUMAN
Q9Y6D6	ARFGEF1	GO:0005730	nucleolus	BIG1_HUMAN
Q9Y6D6	ARFGEF1	GO:0030532	small nuclear ribonucleoprotein complex	BIG1_HUMAN
Q9Y6D6	ARFGEF1	GO:0005829	cytosol	BIG1_HUMAN
Q9Y6D6	ARFGEF1	GO:0048471	perinuclear region of cytoplasm	BIG1_HUMAN
Q9Y6D6	ARFGEF1	GO:0016363	nuclear matrix	BIG1_HUMAN
Q9Y6D6	ARFGEF1	GO:0000139	Golgi membrane	BIG1_HUMAN
Q9Y6D6	ARFGEF1	GO:0005802	trans-Golgi network	BIG1_HUMAN
P48507	GCLM	GO:0005829	cytosol	GSH0_HUMAN
P48507	GCLM	GO:0017109	glutamate-cysteine ligase complex	GSH0_HUMAN
O95453	PARN	GO:0005730	nucleolus	PARN_HUMAN
O95453	PARN	GO:0005829	cytosol	PARN_HUMAN
O95453	PARN	GO:0005634	nucleus	PARN_HUMAN
Q9BPY8	HOPX	GO:0005634	nucleus	HOP_HUMAN
Q9H310	RHBG	GO:0014731	spectrin-associated cytoskeleton	RHBG_HUMAN
Q9H310	RHBG	GO:0016323	basolateral plasma membrane	RHBG_HUMAN
Q9H310	RHBG	GO:0030659	cytoplasmic vesicle membrane	RHBG_HUMAN
Q9H310	RHBG	GO:0046658	anchored to plasma membrane	RHBG_HUMAN
Q9H310	RHBG	GO:0005887	integral to plasma membrane	RHBG_HUMAN
Q96E39	RBMXL1	GO:0030529	ribonucleoprotein complex	RMXL1_HUMAN
Q96E39	RBMXL1	GO:0005634	nucleus	RMXL1_HUMAN
Q9NUX5	POT1	GO:0000783	nuclear telomere cap complex	POTE1_HUMAN
Q9NUX5	POT1	GO:0005654	nucleoplasm	POTE1_HUMAN
Q9Y267	SLC22A14	GO:0005887	integral to plasma membrane	S22AE_HUMAN
Q8N7F7	UBL4B	GO:0005737	cytoplasm	UBL4B_HUMAN
Q99497	PARK7	GO:0005634	nucleus	PARK7_HUMAN
Q99497	PARK7	GO:0005739	mitochondrion	PARK7_HUMAN
P0DKX4	SMIM18	GO:0016021	integral to membrane	SIM18_HUMAN
Q66LE6	PPP2R2D	GO:0000159	protein phosphatase type 2A complex	2ABD_HUMAN
Q66LE6	PPP2R2D	GO:0005737	cytoplasm	2ABD_HUMAN
Q8IZ52	CHPF	GO:0016021	integral to membrane	CHSS2_HUMAN
Q8IZ52	CHPF	GO:0032580	Golgi cisterna membrane	CHSS2_HUMAN
Q8IZ52	CHPF	GO:0000139	Golgi membrane	CHSS2_HUMAN
Q86XP6	GKN2	GO:0005576	extracellular region	GKN2_HUMAN
Q96NZ9	PRAP1	GO:0005576	extracellular region	PRAP1_HUMAN
Q5T0F9	CC2D1B	GO:0005634	nucleus	C2D1B_HUMAN
Q7LGA3	HS2ST1	GO:0000139	Golgi membrane	HS2ST_HUMAN
Q7LGA3	HS2ST1	GO:0016021	integral to membrane	HS2ST_HUMAN
Q6ZSB9	ZBTB49	GO:0005634	nucleus	ZBT49_HUMAN
Q8N5S1	SLC25A41	GO:0005743	mitochondrial inner membrane	S2541_HUMAN
Q8N5S1	SLC25A41	GO:0016021	integral to membrane	S2541_HUMAN
Q96BD8	SKA1	GO:0000940	condensed chromosome outer kinetochore	SKA1_HUMAN
Q96BD8	SKA1	GO:0005813	centrosome	SKA1_HUMAN
Q96BD8	SKA1	GO:0005829	cytosol	SKA1_HUMAN
Q96BD8	SKA1	GO:0005876	spindle microtubule	SKA1_HUMAN
Q9Y2K9	STXBP5L	GO:0016021	integral to membrane	STB5L_HUMAN
Q9Y2K9	STXBP5L	GO:0005886	plasma membrane	STB5L_HUMAN
Q9Y2K9	STXBP5L	GO:0005737	cytoplasm	STB5L_HUMAN
Q5SQN1	SNAP47	GO:0016020	membrane	SNP47_HUMAN
Q5SQN1	SNAP47	GO:0012505	endomembrane system	SNP47_HUMAN
Q5SQN1	SNAP47	GO:0048471	perinuclear region of cytoplasm	SNP47_HUMAN
Q9Y5Z9	UBIAD1	GO:0005634	nucleus	UBIA1_HUMAN
Q9Y5Z9	UBIAD1	GO:0031966	mitochondrial membrane	UBIA1_HUMAN
Q9Y5Z9	UBIAD1	GO:0005789	endoplasmic reticulum membrane	UBIA1_HUMAN
Q9Y5Z9	UBIAD1	GO:0005783	endoplasmic reticulum	UBIA1_HUMAN
Q9Y5Z9	UBIAD1	GO:0030173	integral to Golgi membrane	UBIA1_HUMAN
Q96E52	OMA1	GO:0016021	integral to membrane	OMA1_HUMAN
Q96E52	OMA1	GO:0031966	mitochondrial membrane	OMA1_HUMAN
Q96E52	OMA1	GO:0005743	mitochondrial inner membrane	OMA1_HUMAN
Q96T66	NMNAT3	GO:0005829	cytosol	NMNA3_HUMAN
Q96T66	NMNAT3	GO:0005739	mitochondrion	NMNA3_HUMAN
Q8TB61	SLC35B2	GO:0016021	integral to membrane	S35B2_HUMAN
Q8TB61	SLC35B2	GO:0000139	Golgi membrane	S35B2_HUMAN
Q14728	MFSD10	GO:0016021	integral to membrane	MFS10_HUMAN
Q8WV92	MITD1	GO:0019898	extrinsic to membrane	MITD1_HUMAN
Q8WV92	MITD1	GO:0030496	midbody	MITD1_HUMAN
Q8WV92	MITD1	GO:0043231	intracellular membrane-bounded organelle	MITD1_HUMAN
Q8WV92	MITD1	GO:0031902	late endosome membrane	MITD1_HUMAN
Q9Y586	MAB21L2	GO:0005634	nucleus	MB212_HUMAN
Q96EL2	MRPS24	GO:0005762	mitochondrial large ribosomal subunit	RT24_HUMAN
Q96EL2	MRPS24	GO:0005763	mitochondrial small ribosomal subunit	RT24_HUMAN
Q9NRX2	MRPL17	GO:0005743	mitochondrial inner membrane	RM17_HUMAN
Q9NRX2	MRPL17	GO:0005840	ribosome	RM17_HUMAN
Q9Y4X3	CCL27	GO:0005576	extracellular region	CCL27_HUMAN
Q9Y4X3	CCL27	GO:0005615	extracellular space	CCL27_HUMAN
O95994	AGR2	GO:0005783	endoplasmic reticulum	AGR2_HUMAN
O95994	AGR2	GO:0005739	mitochondrion	AGR2_HUMAN
O95994	AGR2	GO:0005576	extracellular region	AGR2_HUMAN
O15269	SPTLC1	GO:0035339	SPOTS complex	SPTC1_HUMAN
O15269	SPTLC1	GO:0016021	integral to membrane	SPTC1_HUMAN
Q9UDY8	MALT1	GO:0005829	cytosol	MALT1_HUMAN
Q9UDY8	MALT1	GO:0032449	CBM complex	MALT1_HUMAN
Q9UDY8	MALT1	GO:0005634	nucleus	MALT1_HUMAN
Q9UDY8	MALT1	GO:0048471	perinuclear region of cytoplasm	MALT1_HUMAN
Q9UDY8	MALT1	GO:0005886	plasma membrane	MALT1_HUMAN
Q96DU7	ITPKC	GO:0005829	cytosol	IP3KC_HUMAN
Q96DU7	ITPKC	GO:0005634	nucleus	IP3KC_HUMAN
Q8NCC5	SLC37A3	GO:0016021	integral to membrane	SPX3_HUMAN
Q96GM8	TOE1	GO:0016607	nuclear speck	TOE1_HUMAN
Q96GM8	TOE1	GO:0005730	nucleolus	TOE1_HUMAN
Q29983	MICA	GO:0009986	cell surface	MICA_HUMAN
Q29983	MICA	GO:0005887	integral to plasma membrane	MICA_HUMAN
Q29983	MICA	GO:0005737	cytoplasm	MICA_HUMAN
Q29983	MICA	GO:0005615	extracellular space	MICA_HUMAN
Q96G61	NUDT11	GO:0005829	cytosol	NUD11_HUMAN
Q9H8M1	COQ10B	GO:0005743	mitochondrial inner membrane	CQ10B_HUMAN
Q8TBM8	DNAJB14	GO:0016021	integral to membrane	DJB14_HUMAN
Q4G0N0	GGTA1P	GO:0031362	anchored to external side of plasma membrane	GGTA1_HUMAN
Q4G0N0	GGTA1P	GO:0016021	integral to membrane	GGTA1_HUMAN
Q4G0N0	GGTA1P	GO:0032580	Golgi cisterna membrane	GGTA1_HUMAN
Q9Y244	POMP	GO:0000502	proteasome complex	POMP_HUMAN
Q9Y244	POMP	GO:0031090	organelle membrane	POMP_HUMAN
Q9Y244	POMP	GO:0005634	nucleus	POMP_HUMAN
Q9Y244	POMP	GO:0005829	cytosol	POMP_HUMAN
Q9Y244	POMP	GO:0005783	endoplasmic reticulum	POMP_HUMAN
Q9BQC6	MRP63	GO:0005761	mitochondrial ribosome	RT63_HUMAN
Q96IF1	AJUBA	GO:0000932	cytoplasmic mRNA processing body	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005911	cell-cell junction	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005815	microtubule organizing center	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005667	transcription factor complex	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005925	focal adhesion	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005886	plasma membrane	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005829	cytosol	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0030027	lamellipodium	AJUBA_HUMAN
Q96IF1	AJUBA	GO:0005634	nucleus	AJUBA_HUMAN
Q71H61	ILDR2	GO:0016021	integral to membrane	ILDR2_HUMAN
Q30KR1	DEFB109P1	GO:0005576	extracellular region	DB109_HUMAN
Q8IWZ6	BBS7	GO:0034464	BBSome	BBS7_HUMAN
Q8IWZ6	BBS7	GO:0060170	cilium membrane	BBS7_HUMAN
Q8IWZ6	BBS7	GO:0005813	centrosome	BBS7_HUMAN
Q8IWZ6	BBS7	GO:0005737	cytoplasm	BBS7_HUMAN
Q96TA0	PCDHB18	GO:0005886	plasma membrane	PCDBI_HUMAN
Q96TA0	PCDHB18	GO:0016021	integral to membrane	PCDBI_HUMAN
Q53ET0	CRTC2	GO:0005634	nucleus	CRTC2_HUMAN
Q53ET0	CRTC2	GO:0005737	cytoplasm	CRTC2_HUMAN
O00110	OVOL3	GO:0005634	nucleus	OVOL3_HUMAN
Q8TF42	UBASH3B	GO:0005634	nucleus	UBS3B_HUMAN
Q8TF42	UBASH3B	GO:0005737	cytoplasm	UBS3B_HUMAN
Q9H568	ACTL8	GO:0005737	cytoplasm	ACTL8_HUMAN
Q9H568	ACTL8	GO:0005856	cytoskeleton	ACTL8_HUMAN
Q2TVT3	KGFLP2	GO:0005576	extracellular region	KGFL2_HUMAN
Q7RTS6	OTOP2	GO:0016021	integral to membrane	OTOP2_HUMAN
Q8NBH2	KY	GO:0030018	Z disc	KY_HUMAN
Q8NBH2	KY	GO:0005856	cytoskeleton	KY_HUMAN
Q8IV36	HID1	GO:0005881	cytoplasmic microtubule	HID1_HUMAN
